Date,Platform,Daily_Active_Users,New_Registrations,Session_Duration,In_Game_Purchases,Social_Media_Mentions,Stream_Viewership,Revenue,Top_Genre
2011-03-04,Console,153481 ,15348 ,54 ,46688 ,2508 ,28338 ,77802 ,FPS
2011-03-05,Mobile,78056 ,7805 ,40 ,72167 ,1347 ,76827 ,46731 ,Action
2011-03-06,Console,92723 ,9272 ,48 ,23674 ,4072 ,31320 ,146239 ,FPS
2011-03-07,Mobile,177332 ,17733 ,87 ,31873 ,2672 ,32045 ,105243 ,Adventure
2011-03-08,Console,64453 ,6445 ,22 ,37713 ,1382 ,49279 ,15622 ,Adventure
2011-03-09,Console,149106 ,14910 ,31 ,14459 ,7974 ,30442 ,44819 ,Action
2011-03-10,Console,163194 ,16319 ,24 ,82236 ,3866 ,32230 ,112904 ,Action
2011-03-11,VR,172311 ,17231 ,94 ,34762 ,5960 ,73524 ,23461 ,Adventure
2011-03-12,Console,190708 ,19070 ,84 ,36375 ,6275 ,81582 ,16125 ,FPS
2011-03-13,Mobile,197521 ,19752 ,95 ,74171 ,4431 ,38789 ,24705 ,Action
2011-03-14,Console,143977 ,14397 ,56 ,58836 ,9724 ,93716 ,28837 ,Action
2011-03-15,Mobile,11532 ,1153 ,69 ,48394 ,1017 ,55497 ,119296 ,RPG
2011-03-16,PC,140220 ,14022 ,28 ,43068 ,1444 ,82633 ,142116 ,RPG
2011-03-17,PC,50012 ,5001 ,70 ,36415 ,8584 ,65779 ,95599 ,Adventure
2011-03-18,VR,62623 ,6262 ,32 ,53743 ,6184 ,72662 ,121398 ,Adventure
2011-03-19,Console,25174 ,2517 ,93 ,88298 ,6195 ,28566 ,74857 ,Adventure
2011-03-20,PC,123221 ,12322 ,75 ,64756 ,7569 ,41457 ,108618 ,Simulation
2011-03-21,Console,166696 ,16669 ,74 ,61662 ,7918 ,98949 ,13924 ,FPS
2011-03-22,VR,197175 ,19717 ,95 ,65407 ,6826 ,60591 ,118749 ,FPS
2011-03-23,PC,24483 ,2448 ,82 ,92386 ,1488 ,75523 ,104452 ,Simulation
2011-03-24,Console,172686 ,17268 ,33 ,20181 ,5058 ,35237 ,137546 ,Adventure
2011-03-25,Mobile,42449 ,4244 ,57 ,79649 ,2395 ,68280 ,76638 ,RPG
2011-03-26,PC,81692 ,8169 ,63 ,81652 ,1814 ,51115 ,13687 ,Action
2011-03-27,Mobile,26284 ,2628 ,72 ,44303 ,5199 ,35267 ,75340 ,RPG
2011-03-28,VR,23179 ,2317 ,74 ,64480 ,7989 ,53997 ,29372 ,Simulation
2011-03-29,VR,81870 ,8187 ,23 ,69354 ,1890 ,81629 ,143539 ,Adventure
2011-03-30,Console,103230 ,10323 ,84 ,51990 ,4027 ,53344 ,114762 ,RPG
2011-03-31,PC,94570 ,9457 ,38 ,33583 ,7981 ,94310 ,134693 ,Action
2011-04-01,VR,179037 ,17903 ,56 ,40660 ,1871 ,73003 ,58033 ,FPS
2011-04-02,Console,22182 ,2218 ,57 ,95691 ,1241 ,35089 ,45777 ,RPG
2011-04-03,Console,104364 ,10436 ,73 ,81578 ,5120 ,69390 ,144831 ,Adventure
2011-04-04,VR,31165 ,3116 ,27 ,35562 ,9853 ,64455 ,122643 ,Adventure
2011-04-05,PC,90695 ,9069 ,62 ,90325 ,1927 ,62049 ,37928 ,Simulation
2011-04-06,VR,91500 ,9150 ,79 ,90770 ,2841 ,68978 ,78055 ,Adventure
2011-04-07,PC,188128 ,18812 ,62 ,18681 ,9378 ,80121 ,59719 ,Adventure
2011-04-08,VR,123753 ,12375 ,49 ,89320 ,7801 ,56659 ,52655 ,Action
2011-04-09,PC,90037 ,9003 ,29 ,79058 ,5127 ,91817 ,84326 ,RPG
2011-04-10,VR,162696 ,16269 ,25 ,20122 ,4898 ,96619 ,136283 ,Action
2011-04-11,Mobile,113127 ,11312 ,78 ,94607 ,4808 ,38079 ,85305 ,Adventure
2011-04-12,Mobile,76757 ,7675 ,63 ,45810 ,4935 ,77986 ,90286 ,Simulation
2011-04-13,PC,75059 ,7505 ,38 ,34751 ,5116 ,29275 ,128452 ,Simulation
2011-04-14,Mobile,91962 ,9196 ,91 ,78956 ,4729 ,93722 ,58217 ,Adventure
2011-04-15,Console,28325 ,2832 ,87 ,88759 ,2756 ,56735 ,59835 ,Action
2011-04-16,Mobile,45952 ,4595 ,100 ,50206 ,6646 ,43907 ,48993 ,RPG
2011-04-17,VR,24823 ,2482 ,94 ,96703 ,1360 ,48862 ,20291 ,FPS
2011-04-18,Console,199284 ,19928 ,92 ,80148 ,3169 ,60548 ,101960 ,RPG
2011-04-19,PC,12882 ,1288 ,20 ,23107 ,9876 ,39953 ,11165 ,FPS
2011-04-20,PC,105961 ,10596 ,35 ,81515 ,4505 ,44397 ,143487 ,Action
2011-04-21,Console,104064 ,10406 ,50 ,81179 ,6053 ,53300 ,131804 ,Action
2011-04-22,Console,10433 ,1043 ,69 ,65546 ,4869 ,39967 ,137564 ,FPS
2011-04-23,PC,13063 ,1306 ,34 ,16229 ,6444 ,39765 ,79558 ,RPG
2011-04-24,Mobile,50820 ,5082 ,42 ,42347 ,2119 ,66981 ,50885 ,Adventure
2011-04-25,Console,174264 ,17426 ,53 ,32616 ,9056 ,75374 ,130107 ,FPS
2011-04-26,VR,102215 ,10221 ,77 ,73984 ,6231 ,36847 ,121990 ,Adventure
2011-04-27,Console,27091 ,2709 ,55 ,35091 ,4001 ,28220 ,94558 ,RPG
2011-04-28,Mobile,94517 ,9451 ,77 ,91526 ,6220 ,96993 ,148316 ,Simulation
2011-04-29,PC,146079 ,14607 ,75 ,32423 ,8894 ,22861 ,98039 ,Adventure
2011-04-30,PC,88109 ,8810 ,34 ,57476 ,4029 ,94878 ,120997 ,RPG
2011-05-01,VR,171599 ,17159 ,77 ,98621 ,5963 ,80289 ,57459 ,Simulation
2011-05-02,VR,167770 ,16777 ,78 ,61727 ,5300 ,83936 ,50588 ,FPS
2011-05-03,Mobile,163216 ,16321 ,43 ,76732 ,2765 ,88629 ,47594 ,Simulation
2011-05-04,Console,22269 ,2226 ,50 ,53764 ,6761 ,96914 ,106878 ,Adventure
2011-05-05,Mobile,197352 ,19735 ,31 ,13120 ,5988 ,48778 ,32530 ,RPG
2011-05-06,Mobile,157302 ,15730 ,26 ,40221 ,9061 ,34870 ,44310 ,RPG
2011-05-07,VR,142053 ,14205 ,99 ,28716 ,8037 ,69248 ,71442 ,Action
2011-05-08,VR,150113 ,15011 ,75 ,50804 ,8270 ,30350 ,104136 ,Simulation
2011-05-09,VR,80035 ,8003 ,84 ,39761 ,6286 ,89990 ,62309 ,FPS
2011-05-10,PC,164618 ,16461 ,70 ,63582 ,2934 ,36862 ,137668 ,Adventure
2011-05-11,VR,163568 ,16356 ,31 ,20149 ,5458 ,24909 ,98329 ,FPS
2011-05-12,Console,56973 ,5697 ,23 ,51328 ,6545 ,73242 ,118504 ,Action
2011-05-13,VR,37569 ,3756 ,50 ,17644 ,9753 ,81216 ,72255 ,Simulation
2011-05-14,Mobile,67778 ,6777 ,54 ,87888 ,5188 ,46709 ,12569 ,Simulation
2011-05-15,Mobile,83155 ,8315 ,24 ,76779 ,6130 ,98205 ,68377 ,RPG
2011-05-16,Mobile,35322 ,3532 ,94 ,54277 ,5549 ,40789 ,99065 ,Adventure
2011-05-17,Console,128866 ,12886 ,30 ,66570 ,9656 ,87118 ,80659 ,FPS
2011-05-18,Console,188434 ,18843 ,88 ,66560 ,2669 ,63559 ,96371 ,Simulation
2011-05-19,Mobile,41942 ,4194 ,64 ,88467 ,7072 ,23181 ,90715 ,FPS
2011-05-20,Mobile,172573 ,17257 ,51 ,75798 ,6444 ,85769 ,93137 ,Adventure
2011-05-21,VR,29269 ,2926 ,42 ,61229 ,7382 ,85545 ,49003 ,FPS
2011-05-22,Console,70378 ,7037 ,72 ,41829 ,1066 ,69548 ,99222 ,RPG
2011-05-23,Console,141969 ,14196 ,26 ,87637 ,8494 ,65085 ,81843 ,Action
2011-05-24,PC,118585 ,11858 ,27 ,11411 ,8074 ,21712 ,23355 ,Action
2011-05-25,Console,95729 ,9572 ,47 ,19713 ,3909 ,95989 ,101707 ,RPG
2011-05-26,VR,50210 ,5021 ,64 ,62534 ,5118 ,64251 ,117205 ,FPS
2011-05-27,VR,95553 ,9555 ,82 ,44625 ,4540 ,96270 ,6986 ,RPG
2011-05-28,PC,157865 ,15786 ,50 ,37158 ,2189 ,88555 ,123429 ,RPG
2011-05-29,Console,153866 ,15386 ,72 ,88836 ,9089 ,61423 ,133736 ,RPG
2011-05-30,Console,191995 ,19199 ,22 ,96229 ,1261 ,97117 ,102326 ,FPS
2011-05-31,VR,29483 ,2948 ,49 ,33817 ,7716 ,70929 ,7127 ,Action
2011-06-01,Console,138994 ,13899 ,20 ,71571 ,3699 ,26314 ,94700 ,Simulation
2011-06-02,Mobile,65433 ,6543 ,39 ,43646 ,4855 ,48027 ,126237 ,FPS
2011-06-03,VR,198144 ,19814 ,47 ,34418 ,8338 ,28131 ,127405 ,RPG
2011-06-04,Mobile,58749 ,5874 ,74 ,50997 ,2278 ,30577 ,90369 ,Action
2011-06-05,Console,31103 ,3110 ,44 ,97116 ,2648 ,99898 ,41494 ,Action
2011-06-06,Console,16677 ,1667 ,46 ,69315 ,2760 ,51231 ,28916 ,RPG
2011-06-07,VR,155769 ,15576 ,98 ,54033 ,9528 ,36536 ,51472 ,Action
2011-06-08,Mobile,106188 ,10618 ,25 ,11053 ,7100 ,97303 ,36289 ,Adventure
2011-06-09,PC,61834 ,6183 ,73 ,79737 ,1152 ,67183 ,24967 ,Simulation
2011-06-10,Console,83878 ,8387 ,74 ,19587 ,1120 ,71307 ,129855 ,Action
2011-06-11,Console,87760 ,8776 ,52 ,30598 ,3080 ,81491 ,112520 ,Adventure
2011-06-12,Mobile,120060 ,12006 ,76 ,50563 ,3076 ,55775 ,22174 ,Simulation
2011-06-13,Mobile,104300 ,10430 ,57 ,73527 ,5435 ,86628 ,128665 ,Adventure
2011-06-14,PC,144518 ,14451 ,28 ,33798 ,4808 ,34348 ,54803 ,Adventure
2011-06-15,Console,163101 ,16310 ,87 ,67394 ,8791 ,98661 ,54780 ,Simulation
2011-06-16,VR,195938 ,19593 ,53 ,52813 ,1444 ,69015 ,105413 ,Adventure
2011-06-17,Mobile,132279 ,13227 ,76 ,56259 ,8484 ,56434 ,45112 ,RPG
2011-06-18,PC,167079 ,16707 ,21 ,25214 ,8120 ,32576 ,119209 ,FPS
2011-06-19,PC,132356 ,13235 ,100 ,76730 ,5555 ,75811 ,20242 ,RPG
2011-06-20,Mobile,18265 ,1826 ,49 ,40281 ,3406 ,49245 ,69471 ,Action
2011-06-21,Console,156635 ,15663 ,66 ,15426 ,2542 ,90492 ,76982 ,Action
2011-06-22,Mobile,154848 ,15484 ,33 ,51440 ,4021 ,53015 ,81052 ,Action
2011-06-23,Console,138955 ,13895 ,27 ,86395 ,9494 ,21169 ,123828 ,Simulation
2011-06-24,PC,73279 ,7327 ,59 ,18914 ,7920 ,86912 ,125719 ,RPG
2011-06-25,Mobile,35689 ,3568 ,51 ,31486 ,4122 ,23606 ,11950 ,Simulation
2011-06-26,Mobile,100216 ,10021 ,100 ,70150 ,9904 ,85697 ,26552 ,FPS
2011-06-27,PC,27319 ,2731 ,24 ,48676 ,8841 ,21879 ,45620 ,RPG
2011-06-28,Mobile,115584 ,11558 ,44 ,40188 ,8126 ,26926 ,134030 ,Action
2011-06-29,Mobile,178935 ,17893 ,44 ,48326 ,2439 ,29385 ,50024 ,Simulation
2011-06-30,Mobile,154524 ,15452 ,34 ,46175 ,5419 ,74920 ,98999 ,Simulation
2011-07-01,PC,136864 ,13686 ,34 ,17647 ,9798 ,87416 ,17444 ,Adventure
2011-07-02,PC,182132 ,18213 ,79 ,81080 ,1672 ,22994 ,140925 ,Action
2011-07-03,VR,16043 ,1604 ,47 ,22446 ,6669 ,23311 ,138525 ,Action
2011-07-04,Mobile,121913 ,12191 ,61 ,72747 ,9310 ,52583 ,31004 ,RPG
2011-07-05,PC,198293 ,19829 ,66 ,43093 ,7760 ,93593 ,141506 ,Simulation
2011-07-06,Mobile,133860 ,13386 ,74 ,68048 ,9832 ,62506 ,87469 ,RPG
2011-07-07,Mobile,113640 ,11364 ,49 ,75961 ,6075 ,28227 ,24252 ,RPG
2011-07-08,VR,81558 ,8155 ,45 ,51066 ,4311 ,90037 ,142370 ,Simulation
2011-07-09,Mobile,69906 ,6990 ,60 ,63624 ,1688 ,96283 ,128378 ,Adventure
2011-07-10,PC,34755 ,3475 ,91 ,63088 ,1079 ,48829 ,137262 ,Simulation
2011-07-11,Mobile,34074 ,3407 ,50 ,82118 ,2242 ,96053 ,117642 ,Simulation
2011-07-12,PC,196861 ,19686 ,26 ,21013 ,5927 ,23855 ,20171 ,FPS
2011-07-13,Mobile,60882 ,6088 ,69 ,86455 ,6496 ,67483 ,71270 ,Simulation
2011-07-14,VR,199446 ,19944 ,51 ,43185 ,5107 ,82053 ,95795 ,Simulation
2011-07-15,Mobile,191330 ,19133 ,53 ,14673 ,5677 ,66588 ,44243 ,Action
2011-07-16,PC,139326 ,13932 ,61 ,62673 ,7637 ,43677 ,120772 ,Action
2011-07-17,Console,17643 ,1764 ,66 ,28351 ,2743 ,94644 ,88853 ,Simulation
2011-07-18,Console,39743 ,3974 ,94 ,91557 ,3212 ,32043 ,83311 ,FPS
2011-07-19,Mobile,18768 ,1876 ,54 ,45861 ,9693 ,20915 ,16248 ,Adventure
2011-07-20,VR,18451 ,1845 ,75 ,82539 ,4318 ,80919 ,52041 ,Adventure
2011-07-21,Mobile,182409 ,18240 ,74 ,87842 ,6972 ,27929 ,36605 ,Simulation
2011-07-22,Console,142733 ,14273 ,73 ,21170 ,5838 ,34663 ,129720 ,RPG
2011-07-23,VR,159249 ,15924 ,32 ,82298 ,5687 ,22062 ,120325 ,Action
2011-07-24,VR,24345 ,2434 ,30 ,92773 ,2169 ,91130 ,69349 ,RPG
2011-07-25,PC,177617 ,17761 ,68 ,58539 ,6149 ,46786 ,143072 ,RPG
2011-07-26,PC,98064 ,9806 ,24 ,33975 ,2023 ,25350 ,132085 ,RPG
2011-07-27,Console,153879 ,15387 ,55 ,18251 ,4426 ,66865 ,43941 ,Simulation
2011-07-28,Mobile,107073 ,10707 ,60 ,42807 ,8585 ,25869 ,120715 ,RPG
2011-07-29,Mobile,187926 ,18792 ,84 ,18390 ,9644 ,64573 ,24044 ,RPG
2011-07-30,Mobile,107086 ,10708 ,41 ,48126 ,4532 ,51156 ,118782 ,FPS
2011-07-31,Console,32082 ,3208 ,23 ,11748 ,6240 ,44221 ,144012 ,Action
2011-08-01,VR,168406 ,16840 ,95 ,27670 ,7958 ,84986 ,43969 ,RPG
2011-08-02,Console,151880 ,15188 ,67 ,87732 ,5057 ,30601 ,133350 ,FPS
2011-08-03,PC,151176 ,15117 ,26 ,15254 ,1187 ,32819 ,14013 ,FPS
2011-08-04,VR,171756 ,17175 ,63 ,78530 ,5648 ,45823 ,144410 ,FPS
2011-08-05,VR,11625 ,1162 ,46 ,52924 ,6411 ,71653 ,23090 ,Simulation
2011-08-06,VR,53958 ,5395 ,40 ,91386 ,5397 ,21654 ,66109 ,Adventure
2011-08-07,Mobile,66403 ,6640 ,54 ,45892 ,9408 ,70904 ,104800 ,Adventure
2011-08-08,PC,154445 ,15444 ,29 ,15153 ,8129 ,35149 ,48334 ,FPS
2011-08-09,VR,192259 ,19225 ,52 ,43487 ,8802 ,65474 ,88571 ,Simulation
2011-08-10,Console,34497 ,3449 ,77 ,33671 ,4394 ,28028 ,90801 ,Adventure
2011-08-11,VR,87136 ,8713 ,45 ,20492 ,8564 ,38137 ,69427 ,RPG
2011-08-12,VR,56562 ,5656 ,89 ,61532 ,6899 ,82824 ,110157 ,RPG
2011-08-13,Mobile,181133 ,18113 ,57 ,14866 ,4017 ,89834 ,130395 ,Action
2011-08-14,Console,149112 ,14911 ,48 ,54243 ,1004 ,45962 ,81842 ,RPG
2011-08-15,Mobile,109747 ,10974 ,51 ,15871 ,9382 ,61232 ,98339 ,Action
2011-08-16,Console,194081 ,19408 ,64 ,98842 ,4042 ,29104 ,25458 ,RPG
2011-08-17,PC,139058 ,13905 ,95 ,39141 ,6952 ,84777 ,78065 ,FPS
2011-08-18,PC,83270 ,8327 ,52 ,39354 ,9359 ,88044 ,143670 ,Simulation
2011-08-19,Console,128384 ,12838 ,68 ,42442 ,4563 ,51776 ,43377 ,Action
2011-08-20,Mobile,19413 ,1941 ,65 ,56332 ,7522 ,67205 ,21931 ,Action
2011-08-21,VR,183952 ,18395 ,82 ,96170 ,1167 ,43251 ,82150 ,Action
2011-08-22,VR,122704 ,12270 ,45 ,80190 ,9619 ,84172 ,141840 ,FPS
2011-08-23,Mobile,46583 ,4658 ,73 ,32518 ,5040 ,37392 ,125423 ,Action
2011-08-24,VR,177063 ,17706 ,25 ,57791 ,9723 ,65097 ,114402 ,FPS
2011-08-25,PC,148805 ,14880 ,60 ,37523 ,4669 ,32867 ,123113 ,Action
2011-08-26,PC,45850 ,4585 ,75 ,42777 ,4896 ,58155 ,102571 ,Adventure
2011-08-27,Console,182677 ,18267 ,44 ,31547 ,6990 ,72708 ,135637 ,FPS
2011-08-28,Mobile,185937 ,18593 ,71 ,29518 ,3627 ,45435 ,107753 ,Action
2011-08-29,Console,119654 ,11965 ,43 ,18163 ,3810 ,54265 ,146161 ,FPS
2011-08-30,PC,162386 ,16238 ,65 ,27608 ,7776 ,28121 ,23825 ,RPG
2011-08-31,Console,129591 ,12959 ,22 ,94483 ,9108 ,76750 ,147214 ,Action
2011-09-01,PC,65155 ,6515 ,66 ,64483 ,9764 ,29166 ,146348 ,Adventure
2011-09-02,PC,74133 ,7413 ,98 ,29368 ,9452 ,35029 ,124669 ,FPS
2011-09-03,PC,149911 ,14991 ,68 ,89280 ,5011 ,55924 ,125379 ,Action
2011-09-04,Mobile,45253 ,4525 ,53 ,45978 ,9811 ,30792 ,122466 ,Simulation
2011-09-05,PC,95617 ,9561 ,78 ,53667 ,3139 ,83241 ,64491 ,Action
2011-09-06,VR,106243 ,10624 ,29 ,24866 ,5411 ,35816 ,90258 ,Action
2011-09-07,Mobile,137863 ,13786 ,42 ,85412 ,4927 ,95925 ,80498 ,RPG
2011-09-08,PC,83175 ,8317 ,43 ,30853 ,5040 ,93014 ,109905 ,Action
2011-09-09,PC,190112 ,19011 ,60 ,78506 ,6077 ,84758 ,42911 ,Adventure
2011-09-10,VR,51965 ,5196 ,81 ,84337 ,2677 ,42535 ,122663 ,Simulation
2011-09-11,Console,12095 ,1209 ,21 ,84562 ,5623 ,36179 ,51750 ,Simulation
2011-09-12,VR,139977 ,13997 ,61 ,84165 ,8873 ,75850 ,101201 ,Adventure
2011-09-13,PC,39590 ,3959 ,95 ,79031 ,9744 ,29500 ,91664 ,Simulation
2011-09-14,Console,169558 ,16955 ,77 ,53725 ,3100 ,21047 ,110499 ,FPS
2011-09-15,Mobile,46916 ,4691 ,77 ,94544 ,6523 ,85998 ,129864 ,Action
2011-09-16,Mobile,195787 ,19578 ,24 ,16217 ,3245 ,62990 ,130459 ,RPG
2011-09-17,PC,51496 ,5149 ,75 ,91137 ,7176 ,23042 ,129619 ,FPS
2011-09-18,VR,158244 ,15824 ,21 ,84967 ,6262 ,69866 ,67559 ,Adventure
2011-09-19,VR,34633 ,3463 ,31 ,54387 ,8087 ,42668 ,45596 ,RPG
2011-09-20,PC,149879 ,14987 ,67 ,92829 ,4199 ,30932 ,16668 ,Adventure
2011-09-21,Console,150646 ,15064 ,95 ,86974 ,3161 ,82850 ,6632 ,Action
2011-09-22,VR,82850 ,8285 ,71 ,11887 ,3710 ,31648 ,32385 ,Action
2011-09-23,VR,91665 ,9166 ,49 ,72176 ,6701 ,22391 ,71973 ,Adventure
2011-09-24,Mobile,179036 ,17903 ,27 ,98919 ,8593 ,92251 ,10548 ,RPG
2011-09-25,VR,163473 ,16347 ,22 ,58319 ,3474 ,53278 ,11061 ,FPS
2011-09-26,Mobile,82459 ,8245 ,50 ,26143 ,2934 ,75754 ,59578 ,Adventure
2011-09-27,VR,120764 ,12076 ,48 ,18263 ,3791 ,80613 ,41587 ,RPG
2011-09-28,Mobile,21204 ,2120 ,43 ,59443 ,6844 ,20715 ,114061 ,Simulation
2011-09-29,Console,52340 ,5234 ,45 ,34599 ,5441 ,32559 ,141535 ,Adventure
2011-09-30,PC,37290 ,3729 ,83 ,71681 ,7767 ,80567 ,108582 ,Action
2011-10-01,Mobile,159623 ,15962 ,46 ,44158 ,3030 ,55139 ,56162 ,RPG
2011-10-02,PC,181426 ,18142 ,98 ,30465 ,5437 ,68197 ,122225 ,FPS
2011-10-03,Mobile,48458 ,4845 ,25 ,39131 ,5789 ,91759 ,102987 ,Simulation
2011-10-04,Console,65855 ,6585 ,88 ,72129 ,3699 ,76288 ,98743 ,RPG
2011-10-05,Mobile,96605 ,9660 ,53 ,12205 ,2952 ,55039 ,139986 ,Adventure
2011-10-06,VR,42091 ,4209 ,29 ,92631 ,8812 ,46867 ,35746 ,Action
2011-10-07,PC,185154 ,18515 ,66 ,16311 ,8049 ,89738 ,128539 ,Simulation
2011-10-08,Mobile,45258 ,4525 ,36 ,99664 ,1366 ,77584 ,123233 ,FPS
2011-10-09,VR,197060 ,19706 ,67 ,85739 ,4636 ,37304 ,93433 ,Action
2011-10-10,VR,173926 ,17392 ,47 ,46514 ,3439 ,75006 ,114013 ,Simulation
2011-10-11,Mobile,178611 ,17861 ,51 ,76304 ,3882 ,27632 ,40893 ,FPS
2011-10-12,Console,76926 ,7692 ,54 ,65831 ,2006 ,34736 ,40843 ,RPG
2011-10-13,Console,100735 ,10073 ,96 ,27384 ,7931 ,41086 ,17338 ,FPS
2011-10-14,VR,158782 ,15878 ,88 ,72531 ,2903 ,85474 ,99929 ,FPS
2011-10-15,PC,44281 ,4428 ,45 ,52088 ,5644 ,35942 ,122566 ,Action
2011-10-16,VR,160395 ,16039 ,38 ,93812 ,4810 ,67290 ,136136 ,Adventure
2011-10-17,PC,192007 ,19200 ,66 ,63523 ,9189 ,75877 ,117957 ,Action
2011-10-18,Console,136543 ,13654 ,81 ,58915 ,9726 ,79062 ,123843 ,Simulation
2011-10-19,PC,143498 ,14349 ,73 ,58981 ,4271 ,25292 ,74067 ,RPG
2011-10-20,Mobile,147716 ,14771 ,92 ,97072 ,4556 ,26679 ,102486 ,Adventure
2011-10-21,Mobile,164166 ,16416 ,69 ,11361 ,7151 ,82499 ,145286 ,RPG
2011-10-22,Console,196894 ,19689 ,98 ,86602 ,3162 ,50711 ,125658 ,Adventure
2011-10-23,Mobile,72729 ,7272 ,70 ,34548 ,1604 ,59441 ,47680 ,FPS
2011-10-24,Mobile,149634 ,14963 ,91 ,94403 ,7365 ,60077 ,87031 ,Adventure
2011-10-25,Mobile,145707 ,14570 ,67 ,62044 ,9749 ,21352 ,95700 ,RPG
2011-10-26,Console,124227 ,12422 ,85 ,35763 ,5987 ,62515 ,149210 ,Action
2011-10-27,Mobile,18211 ,1821 ,83 ,14306 ,1446 ,20815 ,58266 ,Simulation
2011-10-28,Console,181870 ,18187 ,34 ,15973 ,3121 ,61076 ,38744 ,Action
2011-10-29,Mobile,145786 ,14578 ,76 ,26896 ,7120 ,58987 ,25469 ,Action
2011-10-30,Console,133675 ,13367 ,53 ,37785 ,3763 ,70106 ,91076 ,Adventure
2011-10-31,PC,14700 ,1470 ,28 ,13227 ,7887 ,44210 ,134218 ,Action
2011-11-01,PC,128444 ,12844 ,42 ,42626 ,9967 ,30588 ,68346 ,RPG
2011-11-02,Console,143961 ,14396 ,21 ,56193 ,9003 ,60461 ,119046 ,Adventure
2011-11-03,PC,80643 ,8064 ,92 ,99952 ,6271 ,24321 ,138109 ,Adventure
2011-11-04,Mobile,121109 ,12110 ,97 ,11320 ,6141 ,77769 ,51214 ,Action
2011-11-05,VR,56066 ,5606 ,68 ,43951 ,8224 ,56301 ,31739 ,RPG
2011-11-06,PC,32428 ,3242 ,80 ,69486 ,3435 ,84952 ,73386 ,Adventure
2011-11-07,Mobile,122536 ,12253 ,59 ,20534 ,7271 ,87936 ,131539 ,Action
2011-11-08,Console,116428 ,11642 ,33 ,97551 ,9023 ,30282 ,35937 ,RPG
2011-11-09,Mobile,21530 ,2153 ,69 ,74765 ,9098 ,98784 ,65055 ,FPS
2011-11-10,VR,107566 ,10756 ,54 ,19449 ,4191 ,77841 ,123269 ,FPS
2011-11-11,PC,18185 ,1818 ,85 ,26809 ,4187 ,92499 ,126965 ,Simulation
2011-11-12,Mobile,91578 ,9157 ,20 ,51532 ,5130 ,36307 ,73974 ,Simulation
2011-11-13,VR,194717 ,19471 ,53 ,30023 ,4151 ,80043 ,101285 ,Action
2011-11-14,Console,165744 ,16574 ,64 ,55573 ,4481 ,39843 ,22920 ,FPS
2011-11-15,Mobile,95703 ,9570 ,69 ,25064 ,6289 ,71381 ,106309 ,Simulation
2011-11-16,Mobile,21620 ,2162 ,93 ,51223 ,4367 ,65124 ,84309 ,Adventure
2011-11-17,Mobile,165500 ,16550 ,78 ,99035 ,3448 ,27563 ,79101 ,Action
2011-11-18,VR,152626 ,15262 ,85 ,66186 ,3925 ,63343 ,32498 ,Action
2011-11-19,Mobile,82482 ,8248 ,83 ,72708 ,8555 ,61049 ,23745 ,Action
2011-11-20,Console,194396 ,19439 ,49 ,84635 ,9488 ,86360 ,48899 ,FPS
2011-11-21,PC,31687 ,3168 ,93 ,47647 ,6741 ,31346 ,16236 ,Adventure
2011-11-22,Console,165165 ,16516 ,75 ,95168 ,8282 ,64515 ,147370 ,RPG
2011-11-23,PC,183257 ,18325 ,22 ,52040 ,5679 ,90797 ,21371 ,Simulation
2011-11-24,VR,31348 ,3134 ,51 ,36024 ,4838 ,55034 ,144924 ,FPS
2011-11-25,PC,68934 ,6893 ,80 ,82362 ,2713 ,37907 ,11137 ,RPG
2011-11-26,Console,121382 ,12138 ,23 ,30477 ,1347 ,65937 ,44579 ,FPS
2011-11-27,Mobile,165621 ,16562 ,49 ,56881 ,8936 ,43682 ,47020 ,Adventure
2011-11-28,Mobile,83890 ,8389 ,40 ,60716 ,3053 ,90639 ,46774 ,Action
2011-11-29,Mobile,55739 ,5573 ,100 ,34360 ,9269 ,41187 ,12049 ,Simulation
2011-11-30,Console,28383 ,2838 ,69 ,43019 ,8578 ,34605 ,128553 ,Action
2011-12-01,Mobile,196353 ,19635 ,82 ,77952 ,3444 ,27469 ,38155 ,FPS
2011-12-02,Console,99562 ,9956 ,48 ,55187 ,8615 ,61189 ,101627 ,RPG
2011-12-03,PC,126846 ,12684 ,36 ,68386 ,4200 ,45651 ,98708 ,Action
2011-12-04,Console,141824 ,14182 ,32 ,99861 ,2970 ,81278 ,120641 ,Adventure
2011-12-05,Mobile,85028 ,8502 ,57 ,64142 ,5902 ,83582 ,83255 ,Action
2011-12-06,VR,114926 ,11492 ,93 ,84536 ,1955 ,38150 ,130324 ,FPS
2011-12-07,PC,100853 ,10085 ,90 ,17518 ,7842 ,79410 ,112673 ,RPG
2011-12-08,Console,191459 ,19145 ,74 ,43755 ,9944 ,93911 ,47967 ,Adventure
2011-12-09,Mobile,30318 ,3031 ,90 ,12870 ,9705 ,33467 ,102661 ,FPS
2011-12-10,Console,112578 ,11257 ,75 ,52375 ,5036 ,33950 ,145041 ,Simulation
2011-12-11,PC,126281 ,12628 ,35 ,24514 ,3317 ,29821 ,70903 ,RPG
2011-12-12,Console,137973 ,13797 ,82 ,72430 ,3721 ,93196 ,88642 ,Adventure
2011-12-13,VR,86762 ,8676 ,80 ,36109 ,2939 ,82379 ,131881 ,FPS
