Date,Platform,Daily_Active_Users,New_Registrations,Session_Duration,In_Game_Purchases,Social_Media_Mentions,Stream_Viewership,Revenue,Top_Genre
2010-03-19,Console,38208,10693,79.83,10026,7436,15874,51732,Simulation
2010-03-20,Mobile,53940,7537,50.87,41524,6206,61769,162241,Simulation
2010-03-21,VR,1583,9665,25.22,65783,6926,6900,56469,Action
2010-03-22,Console,9137,2802,22.38,88985,6678,9126,36409,Action
2010-03-23,VR,1940,9228,15.86,67408,9203,2103,51446,Action
2010-03-24,Mobile,64231,6789,31.07,26205,9085,92753,11434,Simulation
2010-03-25,Console,6099,1495,82.45,69458,7689,9193,24431,Adventure
2010-03-26,VR,1231,9556,22.81,42134,1215,5858,5787,FPS
2010-03-27,VR,1286,14209,27.42,77884,9504,2535,5996,RPG
2010-03-28,VR,1145,7645,9.25,92758,9812,7378,22411,Adventure
2010-03-29,VR,1488,10696,7.86,82776,1840,6116,33630,Adventure
2010-03-30,PC,61605,14478,50.8,95527,5945,92767,125841,Action
2010-03-31,PC,54954,10861,77.58,61503,3238,17995,105045,Action
2010-04-01,Console,69277,18438,14.93,30275,8123,10622,69169,Simulation
2010-04-02,Mobile,60823,7867,35.42,49736,5008,57956,181042,Action
2010-04-03,PC,76839,14304,90.53,32899,3149,21296,74691,Simulation
2010-04-04,Console,19282,3874,68.27,73661,1261,19121,18991,RPG
2010-04-05,Console,26684,4447,114.6,12461,4897,12729,29411,Action
2010-04-06,Mobile,131228,13352,27.39,43196,5373,29205,108951,Action
2010-04-07,Console,53463,13998,76.7,88870,4983,31325,103214,Action
2010-04-08,VR,1781,16343,25.52,99888,4445,7337,12362,RPG
2010-04-09,VR,628,2608,30.46,35815,7475,7946,28918,Simulation
2010-04-10,Console,72244,19972,139.5,88308,8552,12464,18614,RPG
2010-04-11,Mobile,6312,1514,20.17,88167,8912,108439,235345,Action
2010-04-12,Console,37314,9781,34.27,48672,7068,18729,85956,Adventure
2010-04-13,Mobile,41099,8628,23.32,81182,8858,125147,189707,Action
2010-04-14,Mobile,37594,6980,11.73,59510,4636,17571,19814,FPS
2010-04-15,Mobile,187957,19208,19.97,35055,4957,60925,68265,RPG
2010-04-16,Mobile,93554,10529,21.08,26885,4941,40923,63610,FPS
2010-04-17,VR,210,1055,19.64,85482,7027,5164,15420,Action
2010-04-18,Console,80789,16335,41.97,29203,1809,9686,22335,Action
2010-04-19,VR,556,2604,14.29,21595,7046,3419,14204,Action
2010-04-20,Mobile,163382,19629,27.78,83926,3582,83641,85294,Action
2010-04-21,VR,498,2408,5.64,66716,7813,2471,20402,RPG
2010-04-22,Mobile,42514,5021,51.18,88089,6021,18644,214338,FPS
2010-04-23,VR,656,3775,36.3,27251,4047,7218,1975,Adventure
2010-04-24,Console,6561,1292,31.41,43013,8816,28621,103138,Action
2010-04-25,VR,3069,18288,11.94,30449,9947,8950,33459,Action
2010-04-26,Console,81398,18729,77.16,96613,9104,21252,63684,Action
2010-04-27,PC,16670,4258,81.44,23560,9688,78484,48702,Adventure
2010-04-28,Mobile,113136,13827,7.16,57340,4154,45632,99118,FPS
2010-04-29,PC,9862,2228,55.31,15833,6333,80906,75151,Action
2010-04-30,VR,1524,10782,4.44,90941,2624,5397,19994,RPG
2010-05-01,Mobile,154582,14597,9.81,27282,1817,87805,42090,FPS
2010-05-02,Mobile,75094,8874,36.39,68940,8791,58261,132336,RPG
2010-05-03,Console,61386,17310,75.87,77506,7453,12092,54021,RPG
2010-05-04,Console,34917,9395,20.12,58749,9095,23278,34461,Simulation
2010-05-05,Mobile,61155,12785,16.81,41379,1543,111169,24731,RPG
2010-05-06,Console,80896,17801,87.37,46335,3545,22590,76671,Action
2010-05-07,PC,54909,8102,29.62,26579,3128,46146,123012,Action
2010-05-08,Mobile,47819,4782,10.9,95232,1698,87702,63660,FPS
2010-05-09,VR,167,1043,36.97,11176,7986,8055,7048,Action
2010-05-10,PC,76881,16233,56.25,97944,8506,24921,166512,FPS
2010-05-11,Console,99401,17228,78.32,86528,5617,32318,50976,Simulation
2010-05-12,VR,1062,6281,13.88,19033,8082,11121,11438,Adventure
2010-05-13,VR,235,1135,21.09,46534,1603,7110,36031,Action
2010-05-14,PC,120411,19963,13.46,98890,2856,107270,27903,Adventure
2010-05-15,Console,59073,15554,63.18,27202,1301,9445,29583,FPS
2010-05-16,Console,50409,11010,36.18,95339,6050,28083,8587,FPS
2010-05-17,VR,2985,19161,19.37,62821,8146,2950,63514,RPG
2010-05-18,VR,1823,12513,35.21,66158,6125,9565,13139,RPG
2010-05-19,Console,8953,1596,88.9,97354,4119,21789,34613,Action
2010-05-20,Mobile,184851,18132,10.89,67815,8161,32293,176646,FPS
2010-05-21,PC,118805,17931,27.18,71095,2349,118316,115514,RPG
2010-05-22,Console,44849,12953,44.48,75736,9116,29775,64430,FPS
2010-05-23,Mobile,148913,16205,21.94,88985,1354,38946,134680,Action
2010-05-24,Mobile,115876,15111,32.74,27036,1643,82221,143477,Adventure
2010-05-25,PC,73321,15689,43.93,54999,8689,36696,14855,Adventure
2010-05-26,Console,53221,9337,37.9,85568,2242,14733,58653,Adventure
2010-05-27,VR,792,5894,10.91,88229,9237,10650,5910,Adventure
2010-05-28,Mobile,46299,11111,49.75,41634,7562,77845,142941,RPG
2010-05-29,Mobile,91434,9638,13.04,81824,2381,49985,116646,FPS
2010-05-30,VR,3084,14467,27.96,28679,9207,2678,5115,Simulation
2010-05-31,Console,20746,5068,23.21,54188,5187,12298,55891,Simulation
2010-06-01,VR,1018,6031,28.5,72818,5411,13913,37073,Simulation
2010-06-02,VR,481,5215,28.5,51737,4265,2168,31021,FPS
2010-06-03,VR,322,1452,37.7,22258,2697,5320,27047,Action
2010-06-04,VR,3533,17660,39.56,82113,5439,2777,40589,RPG
2010-06-05,Console,3992,1198,40.55,46329,2977,31489,78485,Adventure
2010-06-06,Console,67888,12551,131.84,14456,7376,9709,30961,Simulation
2010-06-07,Mobile,167207,15825,20.69,17598,2547,29569,37082,FPS
2010-06-08,Mobile,95353,10133,7.39,71782,1205,31619,182251,RPG
2010-06-09,PC,98739,17988,29.23,38639,5249,67981,44836,FPS
2010-06-10,Mobile,151420,15471,46.35,39461,2018,44178,202505,RPG
2010-06-11,PC,6355,1003,23.9,86472,8717,78145,52968,Adventure
2010-06-12,Mobile,151445,13504,19.24,60688,5794,25408,101598,RPG
2010-06-13,Mobile,113823,12757,12.04,22816,9706,30714,187758,Adventure
2010-06-14,VR,2133,13912,17.52,11596,7160,5095,6700,FPS
2010-06-15,Console,22356,4079,34.77,20538,2725,16154,55917,Action
2010-06-16,Console,43890,11451,19.44,79219,4111,8459,103423,FPS
2010-06-17,VR,594,3784,25,68760,3432,9478,28513,Simulation
2010-06-18,Console,15293,3633,89.87,69260,5732,17979,23774,Adventure
2010-06-19,VR,300,1774,11.94,65232,3428,5996,13846,Simulation
2010-06-20,Console,78470,18046,44.34,84870,1020,3769,63178,RPG
2010-06-21,VR,610,4050,39.09,44330,9718,8411,67444,FPS
2010-06-22,VR,1459,7738,45.22,66955,4868,4007,12858,RPG
2010-06-23,PC,34628,5517,31.99,92319,2777,124254,83018,Simulation
2010-06-24,Mobile,12257,1343,29.58,42718,1969,45714,29460,Simulation
2010-06-25,Console,38924,9843,76.05,33579,2918,29274,33787,RPG
2010-06-26,Mobile,39194,3763,32.57,19938,1333,54147,227074,RPG
2010-06-27,Mobile,12518,1425,39.17,43098,3517,73937,95328,RPG
2010-06-28,VR,1335,6486,11.67,91856,9195,6252,6502,Adventure
2010-06-29,Console,19248,5184,57.71,79043,8529,15713,54492,Simulation
2010-06-30,Console,77238,15179,95.55,39278,2193,11450,55444,Simulation
2010-07-01,VR,796,5506,28.76,56783,7247,2074,15326,FPS
2010-07-02,Console,47583,13165,53.71,81448,4835,22051,27065,FPS
2010-07-03,VR,446,3317,20.88,46555,1877,8975,6177,Simulation
2010-07-04,Console,55710,11880,83.86,26028,9872,25669,71367,Action
2010-07-05,Mobile,78360,9252,43.2,30857,8059,25202,78945,Adventure
2010-07-06,Mobile,40764,5564,37.06,47147,5180,11943,229833,Simulation
2010-07-07,Console,60480,17596,94.5,18180,4851,21140,16238,RPG
2010-07-08,Console,6321,2021,35.37,65180,5317,11533,52591,Action
2010-07-09,Mobile,103043,12255,20.33,73824,3986,16989,199709,Action
2010-07-10,PC,117586,19588,66.71,12764,5419,108882,83113,RPG
2010-07-11,Mobile,86222,11105,29.11,22847,8931,74877,143506,Adventure
2010-07-12,Console,33162,10386,33.85,14040,8140,38133,81113,RPG
2010-07-13,Console,83479,18533,125.33,98924,7917,12654,27936,FPS
2010-07-14,Console,49351,11565,58.34,60337,3654,7046,85750,Simulation
2010-07-15,VR,3223,16806,16.22,41960,1509,5540,17203,Simulation
2010-07-16,PC,52714,9945,25.41,42533,4182,113986,15064,Action
2010-07-17,Mobile,120127,12766,31.49,60378,2998,60302,229011,RPG
2010-07-18,Mobile,42557,10213,48.55,81815,4408,23829,34308,RPG
2010-07-19,Console,22769,7722,91.24,39598,6035,9448,48252,RPG
2010-07-20,VR,2158,9462,34.73,78895,5274,8729,21012,Action
2010-07-21,PC,22350,4352,29.99,84831,1286,18801,80653,Simulation
2010-07-22,VR,501,3524,20.65,41843,5058,5047,17129,Adventure
2010-07-23,PC,7881,2069,14.8,64341,1442,120179,41995,FPS
2010-07-24,Console,25875,8512,51.95,98781,4493,17044,29832,Adventure
2010-07-25,Console,27873,4916,129.97,73410,3165,48060,102749,RPG
2010-07-26,Console,14424,4449,107.65,53697,8781,9776,9051,Adventure
2010-07-27,Mobile,44757,4404,9.68,82909,6931,57658,100678,RPG
2010-07-28,PC,50489,10069,54.15,57002,2913,86820,144222,Adventure
2010-07-29,VR,1443,7565,27.14,73366,8359,3514,16676,RPG
2010-07-30,Mobile,66858,11631,24.91,67964,1966,19141,138618,Action
2010-07-31,VR,1648,7546,19.01,56906,8376,7542,9690,RPG
2010-08-01,Mobile,55637,8291,23.44,79480,3399,79057,151793,Simulation
2010-08-02,Console,15238,6775,57.36,78918,6174,12218,148876,Action
2010-08-03,Mobile,100266,11151,31.65,82364,2596,33663,65433,Adventure
2010-08-04,Mobile,26981,2158,21.71,62965,9725,25368,132621,RPG
2010-08-05,Console,11131,2370,19.83,58996,2468,26487,15260,Adventure
2010-08-06,PC,48891,7808,22.79,43267,6918,80727,75721,FPS
2010-08-07,VR,928,7717,7.02,96039,7144,2965,12630,RPG
2010-08-08,PC,91542,19907,36.01,70030,2404,77152,20562,Adventure
2010-08-09,VR,1402,12413,33.07,43951,4138,2837,23818,Adventure
2010-08-10,PC,70037,10181,66.7,75636,3535,69930,31968,Simulation
2010-08-11,Mobile,59417,8046,21.89,86394,4491,15604,34781,Simulation
2010-08-12,PC,25481,3397,65.69,46260,4385,38967,46576,Action
2010-08-13,Console,14336,3908,97.07,84118,3510,22275,66171,RPG
2010-08-14,Console,20642,6691,50.07,17048,2008,18688,25156,Adventure
2010-08-15,Console,50340,10691,67.45,69895,1721,22574,78584,FPS
2010-08-16,PC,47740,10136,66.92,98195,4932,89964,89128,Simulation
2010-08-17,Mobile,192950,19563,29.88,29082,4753,35906,245955,Simulation
2010-08-18,PC,92039,18538,61.96,29370,5362,62584,178175,RPG
2010-08-19,Console,86926,14814,46.57,69137,8380,24661,3085,RPG
2010-08-20,Console,95838,19272,64.92,53907,5083,14227,39481,FPS
2010-08-21,Mobile,85821,11723,18.75,80100,7654,59832,139954,Action
2010-08-22,VR,740,5180,18.28,35697,6056,2013,5172,FPS
2010-08-23,VR,1519,14937,23.87,52536,9943,2496,36636,RPG
2010-08-24,PC,8049,1345,33.75,82234,8851,140871,38772,FPS
2010-08-25,Mobile,74300,7936,28.5,88376,9649,45287,58326,Adventure
2010-08-26,PC,50058,10998,84.39,22912,7068,101251,91007,FPS
2010-08-27,Console,80642,13440,18.72,88435,7627,8098,70727,Simulation
2010-08-28,Console,82867,18526,28.98,93704,2130,7861,64568,RPG
2010-08-29,Mobile,25006,3308,43.97,26968,4847,33073,106979,Simulation
2010-08-30,Console,33288,9296,109.76,77329,6365,11294,82541,FPS
2010-08-31,VR,1120,7376,50.87,16149,2351,2320,44355,Simulation
2010-09-01,Console,22215,6488,80.6,25209,5200,23277,44217,Action
2010-09-02,Mobile,34407,4061,42.61,49952,9194,60774,38075,FPS
2010-09-03,Mobile,66806,10669,26.87,93401,7019,122157,44799,Action
2010-09-04,PC,5944,1094,83,77790,3510,36233,15022,Adventure
2010-09-05,VR,1630,10447,29.38,64939,3765,7325,28382,FPS
2010-09-06,PC,70829,10944,58.69,26831,7450,35738,40351,Simulation
2010-09-07,Console,38437,11586,22.29,80142,6225,19443,60193,FPS
2010-09-08,Console,12215,3236,58.81,49767,4896,6449,94854,Adventure
2010-09-09,PC,34952,8298,72.07,55890,1762,33149,57039,Action
2010-09-10,Console,64264,13074,60,19679,8614,10420,133605,FPS
2010-09-11,PC,78609,15329,71.82,49737,8367,86612,73262,RPG
2010-09-12,Mobile,141203,17210,15.19,82440,1483,50521,57305,Adventure
2010-09-13,PC,108186,19658,76.51,61206,4659,43875,93650,Adventure
2010-09-14,VR,2126,12883,3.7,19573,2284,9171,16026,Action
2010-09-15,PC,71429,16286,77.49,33981,1627,78123,39992,Adventure
2010-09-16,Mobile,94322,12542,32.82,89031,8891,82854,120302,Adventure
2010-09-17,Mobile,142175,13192,16.24,21210,1394,70413,31774,FPS
2010-09-18,PC,49598,19839,29.9,16277,7403,47640,18205,FPS
2010-09-19,PC,98324,18498,51.04,13091,2877,85598,97861,Action
2010-09-20,Mobile,77729,18655,28,77490,7019,60059,88830,Action
2010-09-21,PC,56834,9556,42.79,64647,1765,71509,42868,Adventure
2010-09-22,Console,20396,7911,148.5,66802,8060,18634,34718,Action
2010-09-23,PC,108809,19540,76.1,46441,3769,52920,133780,RPG
2010-09-24,Mobile,13509,2041,11.34,88418,8009,56174,13490,Adventure
2010-09-25,PC,38178,15007,119.21,67964,1881,54038,21435,FPS
2010-09-26,VR,2078,10849,18.17,64978,4164,2766,42903,RPG
2010-09-27,Mobile,194818,16637,30.86,83911,2899,33073,105976,Adventure
2010-09-28,Console,20647,3705,110.34,50372,4059,12765,63711,Adventure
2010-09-29,Mobile,195520,16440,32,21439,9147,92599,197761,Simulation
2010-09-30,Mobile,33362,7055,45,48560,3998,86678,94729,FPS
2010-10-01,Mobile,98936,7914,54.98,55766,2611,113021,50586,RPG
2010-10-02,VR,3006,19518,19.06,44076,2516,12353,34544,RPG
2010-10-03,PC,73920,16208,55.22,70896,9444,30325,224676,Action
2010-10-04,Console,13986,4094,51.91,53731,8771,12417,88933,RPG
2010-10-05,Console,67841,15560,41.21,59599,8805,38222,5377,Simulation
2010-10-06,Console,70030,15390,37.85,45550,6961,12454,69404,FPS
2010-10-07,PC,65951,19110,91.75,51627,2342,73401,20329,Action
2010-10-08,Console,57693,13441,24.43,94015,3597,22510,104144,RPG
2010-10-09,Mobile,152044,17535,30.69,90303,2785,64458,220831,Simulation
2010-10-10,PC,45328,11165,58.4,33982,3422,89803,91799,FPS
2010-10-11,PC,63649,11599,31.6,31999,9891,30051,93332,Adventure
2010-10-12,Mobile,33375,2725,24.71,30692,6206,112728,69254,Adventure
2010-10-13,Console,7685,1764,42.07,60400,1586,9954,100778,RPG
2010-10-14,VR,1133,13593,20.4,14838,6004,7716,4900,RPG
2010-10-15,Mobile,22991,4723,30.24,94786,8967,59600,222994,Simulation
2010-10-16,VR,2035,17174,21.52,23623,6218,4167,4468,RPG
2010-10-17,Mobile,111239,11830,32.89,43433,6413,54094,145686,Simulation
2010-10-18,PC,44068,16220,32.05,32932,2150,38633,92257,Adventure
2010-10-19,Mobile,103140,16655,55.08,51091,5760,46159,80948,RPG
2010-10-20,VR,2642,16517,42.05,81897,4079,3042,20443,Simulation
2010-10-21,Mobile,102891,10569,33.01,76180,8120,13245,286079,Simulation
2010-10-22,Console,3099,1294,27.95,13255,3666,12487,99084,Simulation
2010-10-23,PC,9380,1408,22.26,24616,8244,25789,46128,FPS
2010-10-24,Console,41030,10591,53.04,87642,7360,30211,42882,Action
2010-10-25,PC,25109,5843,21.69,23737,3422,80265,27959,Action
2010-10-26,VR,2316,17222,13.77,13748,3171,7772,42519,Action
2010-10-27,Console,60219,12787,72.37,54811,7111,5712,69630,RPG
2010-10-28,Console,6014,1756,131.08,48308,5804,11011,38281,FPS
2010-10-29,VR,2055,12244,31.39,55629,4973,10505,14360,FPS
2010-10-30,Console,4626,1251,79.34,95523,8765,22723,59180,Adventure
2010-10-31,PC,67541,18238,55.27,68877,6433,38055,32598,Action
2010-11-01,Mobile,95784,14172,33.96,25111,7613,109673,98321,Action
2010-11-02,PC,53401,8974,41.25,71495,8274,103004,143265,Action
2010-11-03,PC,90856,17681,39.04,90425,2435,29513,101853,RPG
2010-11-04,VR,1177,4707,28.26,70521,5039,7998,24647,Simulation
2010-11-05,PC,107996,18530,37.62,60339,8881,117199,9437,RPG
2010-11-06,Console,33328,9806,43.27,27429,3791,5819,57835,RPG
2010-11-07,PC,22548,4999,44.15,56956,2884,32573,169618,Adventure
2010-11-08,VR,2591,17594,28.37,37937,7200,6778,14103,Simulation
2010-11-09,Mobile,130734,16560,20.58,26440,1217,43556,127880,Adventure
2010-11-10,VR,1769,9073,18.61,87771,7004,5045,67674,Adventure
2010-11-11,PC,29838,5201,67.11,77911,2316,102764,118245,Simulation
2010-11-12,Mobile,34336,4563,6.48,59929,5633,105800,105999,Action
2010-11-13,VR,3460,19211,7.49,92641,1500,4505,32718,Adventure
2010-11-14,Mobile,26543,5452,6.41,39175,7780,60937,56287,RPG
2010-11-15,PC,97912,14325,49.32,75618,7423,68740,170752,Action
2010-11-16,Mobile,107665,13693,20.43,96853,2708,45827,52057,RPG
2010-11-17,Console,106525,19011,40.82,31754,5274,17956,72138,Action
2010-11-18,Console,44793,9409,111.59,28208,2876,32993,19651,Simulation
2010-11-19,Mobile,108342,9241,25.45,58111,5203,76400,66439,Simulation
2010-11-20,Console,63601,13910,64.21,56064,2054,8751,46907,FPS
2010-11-21,Console,56145,13601,76.38,80827,1982,7910,119347,Action
2010-11-22,VR,1785,10028,18.29,84377,8120,5707,50766,Adventure
2010-11-23,PC,17477,2483,86.24,64006,9412,64704,48496,Simulation
2010-11-24,VR,407,4290,30.51,55281,6615,9878,10833,FPS
2010-11-25,PC,94994,19334,36.26,19421,9034,128320,37687,RPG
2010-11-26,PC,122184,17951,28.85,50952,5933,163530,118167,Simulation
2010-11-27,PC,43810,9397,68.98,24754,4289,106947,89891,Simulation
2010-11-28,Mobile,175380,17141,23.52,69040,2913,101615,202979,Action
2010-11-29,VR,622,3924,15.07,79515,5054,8356,7774,Action
2010-11-30,Console,9431,4060,32.26,64990,7766,22063,33915,RPG
2010-12-01,PC,94002,17141,53.19,86226,4207,42591,67880,RPG
2010-12-02,VR,1108,9695,37.81,35309,6860,8983,25976,RPG
2010-12-03,Console,80774,18539,88.5,23235,8246,17264,16307,Simulation
2010-12-04,PC,80001,13026,72.5,79618,9882,106189,10310,RPG
2010-12-05,VR,1881,12065,9.4,97197,3584,2999,33900,RPG
2010-12-06,PC,45028,9767,32.11,51186,6134,133677,142295,FPS
2010-12-07,PC,61145,13074,64.78,74884,5512,123817,76134,Adventure
2010-12-08,PC,45727,9160,93.08,59274,1256,158066,48689,Adventure
2010-12-09,Console,36254,8552,34.71,46276,7304,9037,37069,Action
2010-12-10,VR,3374,14521,22.75,59488,4343,5479,2962,Simulation
2010-12-11,Console,49205,16245,41.64,42757,4497,26303,41485,Simulation
2010-12-12,VR,1811,11959,14.21,39093,3410,5832,2430,RPG
2010-12-13,Console,4836,1574,59.2,59651,8294,5856,90807,FPS
2010-12-14,VR,2146,15326,23.7,69460,4472,3115,32236,Simulation
2010-12-15,VR,2108,18340,28.36,95482,9108,8014,20872,FPS
2010-12-16,VR,924,6166,30.51,97812,6097,1968,25700,FPS
2010-12-17,PC,90509,13437,41.02,80178,6211,50025,156012,Action
2010-12-18,VR,911,4968,31.08,46798,1046,8879,52051,RPG
2010-12-19,Mobile,73643,7585,25.83,21476,6422,52516,46240,FPS
2010-12-20,PC,49163,8434,15.98,23056,9879,81017,115779,Adventure
2010-12-21,Mobile,45237,6855,40.58,81863,8739,85542,193396,Action
2010-12-22,Console,5266,1705,40.54,17164,2568,15584,85517,FPS
2010-12-23,Console,6554,1806,113.78,57751,5710,11802,17713,Simulation
2010-12-24,Console,96367,16618,70.49,11152,4257,18013,40515,RPG
2010-12-25,Console,57228,16962,39.34,67209,4950,24349,67699,Simulation
2010-12-26,Mobile,178212,16448,28.84,61825,6827,116628,37735,FPS
2010-12-27,PC,22123,4151,40.83,51996,7691,78450,85796,Simulation
2010-12-28,Mobile,168746,15798,23.03,27635,2136,48647,10592,Action
2010-12-29,Console,78885,19563,72.33,39477,2414,7491,57088,Action
2010-12-30,Mobile,173039,13843,15.35,17623,1574,65831,210472,Adventure
2010-12-31,Mobile,43344,6953,30.19,61909,8564,58329,212909,Action
2011-01-01,Console,17965,3241,47.09,33839,3282,7911,112577,RPG
2011-01-02,PC,74709,10947,62.14,78047,6459,50442,87748,Simulation
2011-01-03,PC,62784,10810,12.35,22642,5650,133793,63336,Action
2011-01-04,Mobile,107671,13689,13.21,70171,8649,80560,77167,Adventure
2011-01-05,VR,596,4154,38.61,11754,1307,14374,1153,Simulation
2011-01-06,PC,107514,19910,63.22,49685,5054,111140,29302,FPS
2011-01-07,Console,7217,1568,24.67,12487,6130,18853,56934,FPS
2011-01-08,Mobile,77892,18694,21.21,31321,6519,16645,102791,Action
2011-01-09,PC,20587,4431,28.47,82308,2395,46842,61011,RPG
2011-01-10,Mobile,36978,5434,11.54,68435,4098,47084,129168,FPS
2011-01-11,Mobile,95622,15521,6.08,19855,1533,39039,76833,Simulation
2011-01-12,Console,13723,4169,63.17,40593,9028,7296,51182,Simulation
2011-01-13,Console,76134,15779,107.41,27297,2882,40077,40073,RPG
2011-01-14,Mobile,48582,5525,11.61,64205,2260,89037,63158,Simulation
2011-01-15,Console,60130,17618,109.47,63394,6826,19456,49745,Simulation
2011-01-16,PC,66961,13794,46.58,99558,1028,19816,20383,RPG
2011-01-17,Mobile,34685,5863,37.34,45942,3309,26611,8997,Adventure
2011-01-18,Console,30637,5106,48.92,93358,8873,27447,81054,Simulation
2011-01-19,Mobile,112156,12715,17.98,83712,9050,109143,234554,Adventure
2011-01-20,Console,68195,17210,30.69,13762,4181,19883,31472,RPG
2011-01-21,Mobile,132730,13733,21.17,97886,7357,45336,179555,Action
2011-01-22,PC,15839,3207,32.5,21181,7730,29485,88913,RPG
2011-01-23,VR,512,2750,14.27,98499,2550,5990,15824,Action
2011-01-24,Console,56070,10855,52.16,32649,1510,25618,21954,FPS
2011-01-25,PC,26906,4792,13.38,44550,2465,22226,92925,Adventure
2011-01-26,PC,12321,2120,63.15,46324,8499,56668,155155,FPS
2011-01-27,VR,3375,16405,51.67,71088,2830,5299,21592,Adventure
2011-01-28,PC,36249,6670,65.69,72927,4053,65267,32532,FPS
2011-01-29,Mobile,36773,3976,32.7,29580,4748,81813,207930,Simulation
2011-01-30,VR,2225,10507,44.98,45562,8790,2505,37661,Simulation
2011-01-31,Mobile,19797,3749,47.76,87670,9654,94392,197780,Simulation
2011-02-01,PC,41894,16757,12.53,58171,4218,31160,47322,RPG
2011-02-02,Console,53176,15711,109.38,70193,5255,6185,50479,FPS
2011-02-03,Mobile,66903,6622,32.81,50273,9943,28610,136858,Adventure
2011-02-04,PC,35735,6630,53.42,65784,6427,134950,68773,Simulation
2011-02-05,PC,77449,15107,22.08,15938,2264,36255,4048,FPS
2011-02-06,Mobile,93075,10676,25.9,40145,2202,70933,35685,FPS
2011-02-07,Mobile,50763,6592,30.97,66736,9079,53040,78116,Simulation
2011-02-08,Mobile,95764,14423,32.98,10131,9702,39316,166089,FPS
2011-02-09,PC,78304,12251,29.85,33826,1401,133895,12000,Simulation
2011-02-10,VR,1369,8466,13.42,10766,1610,5789,35900,Simulation
2011-02-11,Console,45714,19670,34.5,18983,6409,37295,6873,Action
2011-02-12,PC,89473,19224,65.37,32062,9173,84576,11042,Adventure
2011-02-13,Console,26586,6070,25.96,17787,1930,39777,27072,FPS
2011-02-14,PC,9673,3869,63.42,80863,4213,69587,146658,Action
2011-02-15,VR,3036,17932,12.55,36246,4928,6262,17942,Action
2011-02-16,Console,19992,6156,131.95,89651,7134,31750,46292,Simulation
2011-02-17,PC,39067,10823,43.52,85930,7749,48858,27651,Action
2011-02-18,Mobile,48825,7473,26.31,59807,6963,73745,97802,RPG
2011-02-19,VR,693,3660,7.97,53186,6597,4756,16953,RPG
2011-02-20,Console,38173,13523,21.36,51723,6701,18835,82881,Adventure
2011-02-21,PC,45216,8947,28.5,74993,9421,99492,146973,Action
2011-02-22,Mobile,214124,19699,31.12,72610,8443,98407,111584,Simulation
2011-02-23,PC,99410,14070,26.34,39371,4764,36155,65117,Simulation
2011-02-24,Mobile,59352,10261,23.41,88785,3305,123146,38665,RPG
2011-02-25,PC,13536,1804,61.07,45132,5604,41404,136962,Simulation
2011-02-26,Mobile,70058,9655,31.87,57997,2974,39705,230846,FPS
2011-02-27,Mobile,50557,9058,16.58,34002,7586,27464,123652,Action
2011-02-28,PC,110588,18799,34.04,42889,2754,23567,69128,FPS
2011-03-01,PC,64504,12430,86.21,50365,6301,114504,100167,Simulation
2011-03-02,VR,973,11117,14.4,65001,2758,2178,11463,Simulation
2011-03-03,Mobile,62938,9205,12.91,81632,3578,84338,60683,RPG
2011-03-04,Console,92089,15348,73.26,46688,2508,9957,49053,FPS
2011-03-05,Mobile,65601,7805,18.65,72167,1347,81869,57295,Action
2011-03-06,Console,37385,9272,47.58,23674,4072,14732,102405,FPS
2011-03-07,Mobile,100371,17733,49.39,31873,2672,23766,133092,Adventure
2011-03-08,Console,27030,6445,24.05,37713,1382,12119,7690,Adventure
2011-03-09,Console,85700,14910,19.87,14459,7974,9535,40710,Action
2011-03-10,Console,71679,16319,26.83,82236,3866,10414,37635,Action
2011-03-11,VR,3168,17231,47.73,34762,5960,8055,4277,Adventure
2011-03-12,Console,70891,19070,71.94,36375,6275,23900,11149,FPS
2011-03-13,Mobile,187641,19752,48.17,74171,4431,33570,35021,Action
2011-03-14,Console,86386,14397,63.99,58836,9724,32736,17452,Action
2011-03-15,Mobile,8406,1153,35.41,48394,1017,41780,244943,RPG
2011-03-16,PC,83105,14022,31.64,43068,1444,71820,120191,RPG
2011-03-17,PC,18158,5001,63.51,36415,8584,71712,84025,Adventure
2011-03-18,VR,1396,6262,5.93,53743,6184,7929,35477,Adventure
2011-03-19,Console,7215,2517,102.38,88298,6195,10546,36590,Adventure
2011-03-20,PC,77365,12322,57.31,64756,7569,49878,107751,Simulation
2011-03-21,Console,64361,16669,54.17,61662,7918,16492,8716,FPS
2011-03-22,VR,3195,19717,22.2,65407,6826,3030,27521,FPS
2011-03-23,PC,13504,2448,63.37,92386,1488,50730,114457,Simulation
2011-03-24,Console,54076,17268,27.76,20181,5058,12716,114438,Adventure
2011-03-25,Mobile,44461,4244,36.29,79649,2395,61783,118819,RPG
2011-03-26,PC,46513,8169,51.74,81652,1814,75398,11252,Action
2011-03-27,Mobile,22744,2628,21.9,44303,5199,38636,118752,RPG
2011-03-28,VR,372,2317,18.06,64480,7989,4554,10502,Simulation
2011-03-29,VR,1322,8187,11.46,69354,1890,7736,34079,Adventure
2011-03-30,Console,26563,10323,126,51990,4027,23261,114762,RPG
2011-03-31,PC,31394,9457,32.18,33583,7981,72315,188952,Action
2011-04-01,VR,2855,17903,31.01,40660,1871,5188,19108,FPS
2011-04-02,Console,8525,2218,65.99,95691,1241,13137,34403,RPG
